pair_id,experiment_id,experiment_type,source_dataset,source_feature_space,source_setting_id,source_claim_type,source_target,source_filter,target_dataset,target_feature_space,target_setting_id,target_claim_type,target_target,target_filter,roi_match_strategy,transfer_target,transfer_target_type,positive_label,negative_label,use_claim_level,use_weight_metric,top_k,standardize_target_features,notes
E4_FS8_VS_FASTSURFER_VOLUME_DRIFT_034_ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_TO_ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_AGE,E4_FS8_VS_FASTSURFER_VOLUME_DRIFT,fastsurfer_drift,ADNI_baseline,fs8_subcortical_volume,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_AGE,age_association,age,,ADNI_baseline,fastsurfer_subcortical_volume,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_AGE,age_association,age,,exact_roi,age,continuous,,,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_035_ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_TO_ADNI_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,ADNI_baseline,fs8_thickness_schaefer200_7,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD,diagnosis_contrast,diagnosis_binary_ad_cn,,ADNI_baseline,fs8_thickness_kong200_17,ADNI_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD,diagnosis_contrast,diagnosis_binary_ad_cn,,network_7_like,diagnosis_binary_ad_cn,binary,AD,CN,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_036_ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_TO_ADNI_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_MCI,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,ADNI_baseline,fs8_thickness_schaefer200_7,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI,diagnosis_contrast,diagnosis_binary_mci_cn,,ADNI_baseline,fs8_thickness_kong200_17,ADNI_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_MCI,diagnosis_contrast,diagnosis_binary_mci_cn,,network_7_like,diagnosis_binary_mci_cn,binary,MCI,CN,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_037_ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_TO_ADNI_BASELINE_FS8_THICKNESS_KONG200_17_MMSE,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,ADNI_baseline,fs8_thickness_schaefer200_7,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_MMSE,mmse_association,mmse,,ADNI_baseline,fs8_thickness_kong200_17,ADNI_BASELINE_FS8_THICKNESS_KONG200_17_MMSE,mmse_association,mmse,,network_7_like,mmse,continuous,,,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_038_ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_TO_ADNI_BASELINE_FS8_THICKNESS_KONG200_17_AGE,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,ADNI_baseline,fs8_thickness_schaefer200_7,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE,age_association,age,,ADNI_baseline,fs8_thickness_kong200_17,ADNI_BASELINE_FS8_THICKNESS_KONG200_17_AGE,age_association,age,,network_7_like,age,continuous,,,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_039_ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_TO_ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_AD,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,ADNI_baseline,fs8_thickness_schaefer200_7,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD,diagnosis_contrast,diagnosis_binary_ad_cn,,ADNI_baseline,fs8_thickness_yale696,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_AD,diagnosis_contrast,diagnosis_binary_ad_cn,,lobe,diagnosis_binary_ad_cn,binary,AD,CN,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_040_ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_TO_ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,ADNI_baseline,fs8_thickness_schaefer200_7,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI,diagnosis_contrast,diagnosis_binary_mci_cn,,ADNI_baseline,fs8_thickness_yale696,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI,diagnosis_contrast,diagnosis_binary_mci_cn,,lobe,diagnosis_binary_mci_cn,binary,MCI,CN,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_041_ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_TO_ADNI_BASELINE_FS8_THICKNESS_YALE696_MMSE,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,ADNI_baseline,fs8_thickness_schaefer200_7,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_MMSE,mmse_association,mmse,,ADNI_baseline,fs8_thickness_yale696,ADNI_BASELINE_FS8_THICKNESS_YALE696_MMSE,mmse_association,mmse,,lobe,mmse,continuous,,,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_042_ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_TO_ADNI_BASELINE_FS8_THICKNESS_YALE696_AGE,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,ADNI_baseline,fs8_thickness_schaefer200_7,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE,age_association,age,,ADNI_baseline,fs8_thickness_yale696,ADNI_BASELINE_FS8_THICKNESS_YALE696_AGE,age_association,age,,lobe,age,continuous,,,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_043_ADNI_BASELINE_FS8_THICKNESS_KONG200_17_TO_ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_AD,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,ADNI_baseline,fs8_thickness_kong200_17,ADNI_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD,diagnosis_contrast,diagnosis_binary_ad_cn,,ADNI_baseline,fs8_thickness_yale696,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_AD,diagnosis_contrast,diagnosis_binary_ad_cn,,lobe,diagnosis_binary_ad_cn,binary,AD,CN,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_044_ADNI_BASELINE_FS8_THICKNESS_KONG200_17_TO_ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,ADNI_baseline,fs8_thickness_kong200_17,ADNI_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_MCI,diagnosis_contrast,diagnosis_binary_mci_cn,,ADNI_baseline,fs8_thickness_yale696,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI,diagnosis_contrast,diagnosis_binary_mci_cn,,lobe,diagnosis_binary_mci_cn,binary,MCI,CN,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_045_ADNI_BASELINE_FS8_THICKNESS_KONG200_17_TO_ADNI_BASELINE_FS8_THICKNESS_YALE696_MMSE,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,ADNI_baseline,fs8_thickness_kong200_17,ADNI_BASELINE_FS8_THICKNESS_KONG200_17_MMSE,mmse_association,mmse,,ADNI_baseline,fs8_thickness_yale696,ADNI_BASELINE_FS8_THICKNESS_YALE696_MMSE,mmse_association,mmse,,lobe,mmse,continuous,,,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_046_ADNI_BASELINE_FS8_THICKNESS_KONG200_17_TO_ADNI_BASELINE_FS8_THICKNESS_YALE696_AGE,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,ADNI_baseline,fs8_thickness_kong200_17,ADNI_BASELINE_FS8_THICKNESS_KONG200_17_AGE,age_association,age,,ADNI_baseline,fs8_thickness_yale696,ADNI_BASELINE_FS8_THICKNESS_YALE696_AGE,age_association,age,,lobe,age,continuous,,,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_047_AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_TO_AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,AIBL_baseline,fs8_thickness_schaefer200_7,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD,diagnosis_contrast,diagnosis_binary_ad_cn,,AIBL_baseline,fs8_thickness_kong200_17,AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD,diagnosis_contrast,diagnosis_binary_ad_cn,,network_7_like,diagnosis_binary_ad_cn,binary,AD,CN,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_048_AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_TO_AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_MCI,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,AIBL_baseline,fs8_thickness_schaefer200_7,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI,diagnosis_contrast,diagnosis_binary_mci_cn,,AIBL_baseline,fs8_thickness_kong200_17,AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_MCI,diagnosis_contrast,diagnosis_binary_mci_cn,,network_7_like,diagnosis_binary_mci_cn,binary,MCI,CN,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_049_AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_TO_AIBL_BASELINE_FS8_THICKNESS_KONG200_17_MMSE,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,AIBL_baseline,fs8_thickness_schaefer200_7,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_MMSE,mmse_association,mmse,,AIBL_baseline,fs8_thickness_kong200_17,AIBL_BASELINE_FS8_THICKNESS_KONG200_17_MMSE,mmse_association,mmse,,network_7_like,mmse,continuous,,,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_050_AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_TO_AIBL_BASELINE_FS8_THICKNESS_KONG200_17_AGE,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,AIBL_baseline,fs8_thickness_schaefer200_7,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE,age_association,age,,AIBL_baseline,fs8_thickness_kong200_17,AIBL_BASELINE_FS8_THICKNESS_KONG200_17_AGE,age_association,age,,network_7_like,age,continuous,,,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_051_AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_TO_AIBL_BASELINE_FS8_THICKNESS_YALE696_DX_CN_AD,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,AIBL_baseline,fs8_thickness_schaefer200_7,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD,diagnosis_contrast,diagnosis_binary_ad_cn,,AIBL_baseline,fs8_thickness_yale696,AIBL_BASELINE_FS8_THICKNESS_YALE696_DX_CN_AD,diagnosis_contrast,diagnosis_binary_ad_cn,,lobe,diagnosis_binary_ad_cn,binary,AD,CN,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_052_AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_TO_AIBL_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,AIBL_baseline,fs8_thickness_schaefer200_7,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI,diagnosis_contrast,diagnosis_binary_mci_cn,,AIBL_baseline,fs8_thickness_yale696,AIBL_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI,diagnosis_contrast,diagnosis_binary_mci_cn,,lobe,diagnosis_binary_mci_cn,binary,MCI,CN,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_053_AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_TO_AIBL_BASELINE_FS8_THICKNESS_YALE696_MMSE,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,AIBL_baseline,fs8_thickness_schaefer200_7,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_MMSE,mmse_association,mmse,,AIBL_baseline,fs8_thickness_yale696,AIBL_BASELINE_FS8_THICKNESS_YALE696_MMSE,mmse_association,mmse,,lobe,mmse,continuous,,,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_054_AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_TO_AIBL_BASELINE_FS8_THICKNESS_YALE696_AGE,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,AIBL_baseline,fs8_thickness_schaefer200_7,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE,age_association,age,,AIBL_baseline,fs8_thickness_yale696,AIBL_BASELINE_FS8_THICKNESS_YALE696_AGE,age_association,age,,lobe,age,continuous,,,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_055_AIBL_BASELINE_FS8_THICKNESS_KONG200_17_TO_AIBL_BASELINE_FS8_THICKNESS_YALE696_DX_CN_AD,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,AIBL_baseline,fs8_thickness_kong200_17,AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD,diagnosis_contrast,diagnosis_binary_ad_cn,,AIBL_baseline,fs8_thickness_yale696,AIBL_BASELINE_FS8_THICKNESS_YALE696_DX_CN_AD,diagnosis_contrast,diagnosis_binary_ad_cn,,lobe,diagnosis_binary_ad_cn,binary,AD,CN,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_056_AIBL_BASELINE_FS8_THICKNESS_KONG200_17_TO_AIBL_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,AIBL_baseline,fs8_thickness_kong200_17,AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_MCI,diagnosis_contrast,diagnosis_binary_mci_cn,,AIBL_baseline,fs8_thickness_yale696,AIBL_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI,diagnosis_contrast,diagnosis_binary_mci_cn,,lobe,diagnosis_binary_mci_cn,binary,MCI,CN,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_057_AIBL_BASELINE_FS8_THICKNESS_KONG200_17_TO_AIBL_BASELINE_FS8_THICKNESS_YALE696_MMSE,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,AIBL_baseline,fs8_thickness_kong200_17,AIBL_BASELINE_FS8_THICKNESS_KONG200_17_MMSE,mmse_association,mmse,,AIBL_baseline,fs8_thickness_yale696,AIBL_BASELINE_FS8_THICKNESS_YALE696_MMSE,mmse_association,mmse,,lobe,mmse,continuous,,,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_058_AIBL_BASELINE_FS8_THICKNESS_KONG200_17_TO_AIBL_BASELINE_FS8_THICKNESS_YALE696_AGE,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,AIBL_baseline,fs8_thickness_kong200_17,AIBL_BASELINE_FS8_THICKNESS_KONG200_17_AGE,age_association,age,,AIBL_baseline,fs8_thickness_yale696,AIBL_BASELINE_FS8_THICKNESS_YALE696_AGE,age_association,age,,lobe,age,continuous,,,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_059_OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_TO_OASIS1_BASELINE_FS8_THICKNESS_KONG200_17_CDR,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,OASIS1_baseline,fs8_thickness_schaefer200_7,OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_CDR_IMPAIRMENT,cdr_impairment_contrast,diagnosis_binary_impairment_cdr,,OASIS1_baseline,fs8_thickness_kong200_17,OASIS1_BASELINE_FS8_THICKNESS_KONG200_17_CDR_IMPAIRMENT,cdr_impairment_contrast,diagnosis_binary_impairment_cdr,,network_7_like,diagnosis_binary_impairment_cdr,binary,CDR_impairment,CDR_0,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_060_OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_TO_OASIS1_BASELINE_FS8_THICKNESS_KONG200_17_MMSE,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,OASIS1_baseline,fs8_thickness_schaefer200_7,OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_MMSE,mmse_association,mmse,,OASIS1_baseline,fs8_thickness_kong200_17,OASIS1_BASELINE_FS8_THICKNESS_KONG200_17_MMSE,mmse_association,mmse,,network_7_like,mmse,continuous,,,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_061_OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_TO_OASIS1_BASELINE_FS8_THICKNESS_KONG200_17_AGE,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,OASIS1_baseline,fs8_thickness_schaefer200_7,OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE,age_association,age,,OASIS1_baseline,fs8_thickness_kong200_17,OASIS1_BASELINE_FS8_THICKNESS_KONG200_17_AGE,age_association,age,,network_7_like,age,continuous,,,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_062_OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_TO_OASIS1_BASELINE_FS8_THICKNESS_YALE696_CDR,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,OASIS1_baseline,fs8_thickness_schaefer200_7,OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_CDR_IMPAIRMENT,cdr_impairment_contrast,diagnosis_binary_impairment_cdr,,OASIS1_baseline,fs8_thickness_yale696,OASIS1_BASELINE_FS8_THICKNESS_YALE696_CDR_IMPAIRMENT,cdr_impairment_contrast,diagnosis_binary_impairment_cdr,,lobe,diagnosis_binary_impairment_cdr,binary,CDR_impairment,CDR_0,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_063_OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_TO_OASIS1_BASELINE_FS8_THICKNESS_YALE696_MMSE,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,OASIS1_baseline,fs8_thickness_schaefer200_7,OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_MMSE,mmse_association,mmse,,OASIS1_baseline,fs8_thickness_yale696,OASIS1_BASELINE_FS8_THICKNESS_YALE696_MMSE,mmse_association,mmse,,lobe,mmse,continuous,,,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_064_OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_TO_OASIS1_BASELINE_FS8_THICKNESS_YALE696_AGE,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,OASIS1_baseline,fs8_thickness_schaefer200_7,OASIS1_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE,age_association,age,,OASIS1_baseline,fs8_thickness_yale696,OASIS1_BASELINE_FS8_THICKNESS_YALE696_AGE,age_association,age,,lobe,age,continuous,,,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_065_OASIS1_BASELINE_FS8_THICKNESS_KONG200_17_TO_OASIS1_BASELINE_FS8_THICKNESS_YALE696_CDR,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,OASIS1_baseline,fs8_thickness_kong200_17,OASIS1_BASELINE_FS8_THICKNESS_KONG200_17_CDR_IMPAIRMENT,cdr_impairment_contrast,diagnosis_binary_impairment_cdr,,OASIS1_baseline,fs8_thickness_yale696,OASIS1_BASELINE_FS8_THICKNESS_YALE696_CDR_IMPAIRMENT,cdr_impairment_contrast,diagnosis_binary_impairment_cdr,,lobe,diagnosis_binary_impairment_cdr,binary,CDR_impairment,CDR_0,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_066_OASIS1_BASELINE_FS8_THICKNESS_KONG200_17_TO_OASIS1_BASELINE_FS8_THICKNESS_YALE696_MMSE,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,OASIS1_baseline,fs8_thickness_kong200_17,OASIS1_BASELINE_FS8_THICKNESS_KONG200_17_MMSE,mmse_association,mmse,,OASIS1_baseline,fs8_thickness_yale696,OASIS1_BASELINE_FS8_THICKNESS_YALE696_MMSE,mmse_association,mmse,,lobe,mmse,continuous,,,composite,coefficient,20,True,[]
E5_FS8_THICKNESS_ATLAS_SENSITIVITY_067_OASIS1_BASELINE_FS8_THICKNESS_KONG200_17_TO_OASIS1_BASELINE_FS8_THICKNESS_YALE696_AGE,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,atlas_sensitivity,OASIS1_baseline,fs8_thickness_kong200_17,OASIS1_BASELINE_FS8_THICKNESS_KONG200_17_AGE,age_association,age,,OASIS1_baseline,fs8_thickness_yale696,OASIS1_BASELINE_FS8_THICKNESS_YALE696_AGE,age_association,age,,lobe,age,continuous,,,composite,coefficient,20,True,[]
E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY_068_ADNI_BASELINE_FS8_CORTICAL_VOLUME_TO_ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD,E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,feature_family_sensitivity,ADNI_baseline,fs8_cortical_volume,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD,diagnosis_contrast,diagnosis_binary_ad_cn,,ADNI_baseline,fs8_thickness_schaefer200_7,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD,diagnosis_contrast,diagnosis_binary_ad_cn,,lobe,diagnosis_binary_ad_cn,binary,AD,CN,composite,coefficient,20,True,[]
E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY_069_ADNI_BASELINE_FS8_CORTICAL_VOLUME_TO_ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI,E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,feature_family_sensitivity,ADNI_baseline,fs8_cortical_volume,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_MCI,diagnosis_contrast,diagnosis_binary_mci_cn,,ADNI_baseline,fs8_thickness_schaefer200_7,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI,diagnosis_contrast,diagnosis_binary_mci_cn,,lobe,diagnosis_binary_mci_cn,binary,MCI,CN,composite,coefficient,20,True,[]
E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY_070_ADNI_BASELINE_FS8_CORTICAL_VOLUME_TO_ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_MMSE,E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,feature_family_sensitivity,ADNI_baseline,fs8_cortical_volume,ADNI_BASELINE_FS8_CORTICAL_VOLUME_MMSE,mmse_association,mmse,,ADNI_baseline,fs8_thickness_schaefer200_7,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_MMSE,mmse_association,mmse,,lobe,mmse,continuous,,,composite,coefficient,20,True,[]
E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY_071_ADNI_BASELINE_FS8_CORTICAL_VOLUME_TO_ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE,E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,feature_family_sensitivity,ADNI_baseline,fs8_cortical_volume,ADNI_BASELINE_FS8_CORTICAL_VOLUME_AGE,age_association,age,,ADNI_baseline,fs8_thickness_schaefer200_7,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE,age_association,age,,lobe,age,continuous,,,composite,coefficient,20,True,[]
E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY_072_ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_TO_ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD,E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,feature_family_sensitivity,ADNI_baseline,fs8_subcortical_volume,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD,diagnosis_contrast,diagnosis_binary_ad_cn,,ADNI_baseline,fs8_thickness_schaefer200_7,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD,diagnosis_contrast,diagnosis_binary_ad_cn,,no_direct_roi_match,diagnosis_binary_ad_cn,binary,AD,CN,composite,coefficient,20,True,[]
E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY_073_ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_TO_ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI,E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,feature_family_sensitivity,ADNI_baseline,fs8_subcortical_volume,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI,diagnosis_contrast,diagnosis_binary_mci_cn,,ADNI_baseline,fs8_thickness_schaefer200_7,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_MCI,diagnosis_contrast,diagnosis_binary_mci_cn,,no_direct_roi_match,diagnosis_binary_mci_cn,binary,MCI,CN,composite,coefficient,20,True,[]
E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY_074_ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_TO_ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_MMSE,E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,feature_family_sensitivity,ADNI_baseline,fs8_subcortical_volume,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE,mmse_association,mmse,,ADNI_baseline,fs8_thickness_schaefer200_7,ADNI_BASELINE_FS8_THICKNESS_SCHAEFER200_7_MMSE,mmse_association,mmse,,no_direct_roi_match,mmse,continuous,,,composite,coefficient,20,True,[]
