claim_id,claim_family_id,claim_level,claim_type,dataset,cohort,feature_space,feature_family,pipeline,atlas,target,covariates,n_samples,n_features,roi,hemisphere,roi_group,anatomical_group,network,network_7_like,lobe,direction,evidence_metric,evidence_value,coefficient,t_value,p_value,q_value,claim_text,short_claim_text,criteria_passed,status,n_evaluation_pairs,best_overall_label,worst_overall_label,any_stable_and_transferable,any_fragile,max_evidence_spearman,median_evidence_spearman,min_support_jaccard,median_support_jaccard,best_transfer_label,max_auc_oriented,max_abs_transfer_corr,related_experiment_ids,high_concordance_fragile_support,stability_label,transfer_label,overall_label,evidence_spearman,support_jaccard,direction_retention_source_support,transfer_auc_oriented,transfer_spearman_corr,target_type,evaluation_category,feature_family_group,dataset_group,dedup_key
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b_atomic_roi_lh_lh_L_CC_B,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_mci_cn,age; sex; education,1587,150,lh_lh_L_CC_B,LH,corpus_callosum_or_cingulate_adjacent,corpus_callosum_or_cingulate_adjacent,,,cingulate,higher,t,6.867134510945848,0.3414285353401424,6.867134510945848,9.380926358096944e-12,6.439812079822154e-11,"MCI is associated with higher lh_lh_L_CC_B Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher lh_lh_L_CC_B Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,fragile,insufficient,False,True,0.6,0.44999999999999996,1.0,1.0,insufficient,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,False,fragile,insufficient,fragile,0.6,1.0,1.0,,,diagnosis_or_cdr,fragile,thickness,ADNI_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|thickness|lh lh l cc b|higher|mci is associated with higher lh lh l cc b yale 696 cortical thickness compared with cn after adjustment for age sex education
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b_atomic_roi_lh_lh_L_I5_A,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_mci_cn,age; sex; education,1587,150,lh_lh_L_I5_A,LH,insula,insula,,,insula,higher,t,6.852219964852895,0.3411670521639569,6.852219964852895,1.0381858748245084e-11,6.439812079822154e-11,"MCI is associated with higher lh_lh_L_I5_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher lh_lh_L_I5_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,fragile,insufficient,False,True,0.6,0.44999999999999996,1.0,1.0,insufficient,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,False,fragile,insufficient,fragile,0.6,1.0,1.0,,,diagnosis_or_cdr,fragile,thickness,ADNI_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|thickness|lh lh l i5 a|higher|mci is associated with higher lh lh l i5 a yale 696 cortical thickness compared with cn after adjustment for age sex education
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b_atomic_roi_rh_rh_R_O3_A,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_mci_cn,age; sex; education,1587,150,rh_rh_R_O3_A,RH,occipital,occipital,,,occipital,higher,t,6.850644783646874,0.3411252747502877,6.850644783646874,1.0493495332222183e-11,6.439812079822154e-11,"MCI is associated with higher rh_rh_R_O3_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher rh_rh_R_O3_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,fragile,insufficient,False,True,0.6,0.44999999999999996,1.0,1.0,insufficient,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,False,fragile,insufficient,fragile,0.6,1.0,1.0,,,diagnosis_or_cdr,fragile,thickness,ADNI_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|thickness|rh rh r o3 a|higher|mci is associated with higher rh rh r o3 a yale 696 cortical thickness compared with cn after adjustment for age sex education
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b_atomic_roi_rh_rh_R_SF8_A,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_mci_cn,age; sex; education,1587,150,rh_rh_R_SF8_A,RH,superior_frontal,superior_frontal,,,frontal,higher,t,6.84897304894652,0.3421134939497163,6.84897304894652,1.0613262427395174e-11,6.439812079822154e-11,"MCI is associated with higher rh_rh_R_SF8_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher rh_rh_R_SF8_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,fragile,insufficient,False,True,0.6,0.44999999999999996,1.0,1.0,insufficient,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,False,fragile,insufficient,fragile,0.6,1.0,1.0,,,diagnosis_or_cdr,fragile,thickness,ADNI_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|thickness|rh rh r sf8 a|higher|mci is associated with higher rh rh r sf8 a yale 696 cortical thickness compared with cn after adjustment for age sex education
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b_atomic_roi_lh_lh_L_SF5_A,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_mci_cn,age; sex; education,1587,150,lh_lh_L_SF5_A,LH,superior_frontal,superior_frontal,,,frontal,higher,t,6.843041210652133,0.3411329447607532,6.843041210652133,1.1049148361664275e-11,6.439812079822154e-11,"MCI is associated with higher lh_lh_L_SF5_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher lh_lh_L_SF5_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,fragile,insufficient,False,True,0.6,0.44999999999999996,1.0,1.0,insufficient,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,False,fragile,insufficient,fragile,0.6,1.0,1.0,,,diagnosis_or_cdr,fragile,thickness,ADNI_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|thickness|lh lh l sf5 a|higher|mci is associated with higher lh lh l sf5 a yale 696 cortical thickness compared with cn after adjustment for age sex education
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b_atomic_roi_lh_lh_L_SF7_A,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_mci_cn,age; sex; education,1587,150,lh_lh_L_SF7_A,LH,superior_frontal,superior_frontal,,,frontal,higher,t,6.842297376487308,0.3413637458735116,6.842297376487308,1.1105030734055822e-11,6.439812079822154e-11,"MCI is associated with higher lh_lh_L_SF7_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher lh_lh_L_SF7_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,fragile,insufficient,False,True,0.6,0.44999999999999996,1.0,1.0,insufficient,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,False,fragile,insufficient,fragile,0.6,1.0,1.0,,,diagnosis_or_cdr,fragile,thickness,ADNI_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|thickness|lh lh l sf7 a|higher|mci is associated with higher lh lh l sf7 a yale 696 cortical thickness compared with cn after adjustment for age sex education
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b_atomic_roi_lh_lh_L_O1_A,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_mci_cn,age; sex; education,1587,150,lh_lh_L_O1_A,LH,occipital,occipital,,,occipital,higher,t,6.840601770091737,0.3406981179614607,6.840601770091737,1.1233455267261669e-11,6.439812079822154e-11,"MCI is associated with higher lh_lh_L_O1_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher lh_lh_L_O1_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,fragile,insufficient,False,True,0.6,0.44999999999999996,1.0,1.0,insufficient,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,False,fragile,insufficient,fragile,0.6,1.0,1.0,,,diagnosis_or_cdr,fragile,thickness,ADNI_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|thickness|lh lh l o1 a|higher|mci is associated with higher lh lh l o1 a yale 696 cortical thickness compared with cn after adjustment for age sex education
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b_atomic_roi_rh_rh_R_FO2_A,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_mci_cn,age; sex; education,1587,150,rh_rh_R_FO2_A,RH,fronto_orbital,fronto_orbital,,,frontal,higher,t,6.839688762765284,0.3402305901255861,6.839688762765284,1.1303208068377576e-11,6.439812079822154e-11,"MCI is associated with higher rh_rh_R_FO2_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher rh_rh_R_FO2_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,fragile,insufficient,False,True,0.6,0.44999999999999996,1.0,1.0,insufficient,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,False,fragile,insufficient,fragile,0.6,1.0,1.0,,,diagnosis_or_cdr,fragile,thickness,ADNI_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|thickness|rh rh r fo2 a|higher|mci is associated with higher rh rh r fo2 a yale 696 cortical thickness compared with cn after adjustment for age sex education
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b_atomic_roi_rh_rh_R_SF5_A,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_mci_cn,age; sex; education,1587,150,rh_rh_R_SF5_A,RH,superior_frontal,superior_frontal,,,frontal,higher,t,6.837419695876254,0.3411053876252931,6.837419695876254,1.1478406853735399e-11,6.439812079822154e-11,"MCI is associated with higher rh_rh_R_SF5_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher rh_rh_R_SF5_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,fragile,insufficient,False,True,0.6,0.44999999999999996,1.0,1.0,insufficient,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,False,fragile,insufficient,fragile,0.6,1.0,1.0,,,diagnosis_or_cdr,fragile,thickness,ADNI_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|thickness|rh rh r sf5 a|higher|mci is associated with higher rh rh r sf5 a yale 696 cortical thickness compared with cn after adjustment for age sex education
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b_atomic_roi_lh_lh_L_I3_A,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_mci_cn,age; sex; education,1587,150,lh_lh_L_I3_A,LH,insula,insula,,,insula,higher,t,6.83522860528602,0.3400852766874313,6.83522860528602,1.1650110680468762e-11,6.439812079822154e-11,"MCI is associated with higher lh_lh_L_I3_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher lh_lh_L_I3_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,fragile,insufficient,False,True,0.6,0.44999999999999996,1.0,1.0,insufficient,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,False,fragile,insufficient,fragile,0.6,1.0,1.0,,,diagnosis_or_cdr,fragile,thickness,ADNI_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|thickness|lh lh l i3 a|higher|mci is associated with higher lh lh l i3 a yale 696 cortical thickness compared with cn after adjustment for age sex education
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b_atomic_roi_rh_rh_R_SF6_A,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_mci_cn,age; sex; education,1587,150,rh_rh_R_SF6_A,RH,superior_frontal,superior_frontal,,,frontal,higher,t,6.830452675154499,0.3406669154509595,6.830452675154499,1.2033148192179995e-11,6.439812079822154e-11,"MCI is associated with higher rh_rh_R_SF6_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher rh_rh_R_SF6_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,fragile,insufficient,False,True,0.6,0.44999999999999996,1.0,1.0,insufficient,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,False,fragile,insufficient,fragile,0.6,1.0,1.0,,,diagnosis_or_cdr,fragile,thickness,ADNI_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|thickness|rh rh r sf6 a|higher|mci is associated with higher rh rh r sf6 a yale 696 cortical thickness compared with cn after adjustment for age sex education
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b_atomic_roi_lh_lh_L_CG_A,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_mci_cn,age; sex; education,1587,150,lh_lh_L_CG_A,LH,cingulate,cingulate,,,cingulate,higher,t,6.822478822003367,0.339657560084123,6.822478822003367,1.270035714947436e-11,6.439812079822154e-11,"MCI is associated with higher lh_lh_L_CG_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher lh_lh_L_CG_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,fragile,insufficient,False,True,0.6,0.44999999999999996,1.0,1.0,insufficient,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,False,fragile,insufficient,fragile,0.6,1.0,1.0,,,diagnosis_or_cdr,fragile,thickness,ADNI_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|thickness|lh lh l cg a|higher|mci is associated with higher lh lh l cg a yale 696 cortical thickness compared with cn after adjustment for age sex education
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b_atomic_roi_lh_lh_L_O4_A,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_mci_cn,age; sex; education,1587,150,lh_lh_L_O4_A,LH,occipital,occipital,,,occipital,higher,t,6.820033839086113,0.3394620734477162,6.820033839086113,1.2912110856749984e-11,6.439812079822154e-11,"MCI is associated with higher lh_lh_L_O4_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher lh_lh_L_O4_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,fragile,insufficient,False,True,0.6,0.44999999999999996,1.0,1.0,insufficient,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,False,fragile,insufficient,fragile,0.6,1.0,1.0,,,diagnosis_or_cdr,fragile,thickness,ADNI_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|thickness|lh lh l o4 a|higher|mci is associated with higher lh lh l o4 a yale 696 cortical thickness compared with cn after adjustment for age sex education
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b_atomic_roi_rh_rh_R_I2_A,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_mci_cn,age; sex; education,1587,150,rh_rh_R_I2_A,RH,insula,insula,,,insula,higher,t,6.8172304483068125,0.3392230133676914,6.8172304483068125,1.315916694670461e-11,6.439812079822154e-11,"MCI is associated with higher rh_rh_R_I2_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher rh_rh_R_I2_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,fragile,insufficient,False,True,0.6,0.44999999999999996,1.0,1.0,insufficient,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,False,fragile,insufficient,fragile,0.6,1.0,1.0,,,diagnosis_or_cdr,fragile,thickness,ADNI_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|thickness|rh rh r i2 a|higher|mci is associated with higher rh rh r i2 a yale 696 cortical thickness compared with cn after adjustment for age sex education
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b_atomic_roi_rh_rh_R_M1_A,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_mci_cn,age; sex; education,1587,150,rh_rh_R_M1_A,RH,medial_region,medial_region,,,medial,higher,t,6.8165919223201,0.3397603922162364,6.8165919223201,1.3216083422994752e-11,6.439812079822154e-11,"MCI is associated with higher rh_rh_R_M1_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher rh_rh_R_M1_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,fragile,insufficient,False,True,0.6,0.44999999999999996,1.0,1.0,insufficient,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,False,fragile,insufficient,fragile,0.6,1.0,1.0,,,diagnosis_or_cdr,fragile,thickness,ADNI_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|thickness|rh rh r m1 a|higher|mci is associated with higher rh rh r m1 a yale 696 cortical thickness compared with cn after adjustment for age sex education
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b_atomic_roi_lh_lh_L_SF6_A,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_mci_cn,age; sex; education,1587,150,lh_lh_L_SF6_A,LH,superior_frontal,superior_frontal,,,frontal,higher,t,6.815347860891062,0.3398223064819077,6.815347860891062,1.33276697278384e-11,6.439812079822154e-11,"MCI is associated with higher lh_lh_L_SF6_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher lh_lh_L_SF6_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,fragile,insufficient,False,True,0.6,0.44999999999999996,1.0,1.0,insufficient,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,False,fragile,insufficient,fragile,0.6,1.0,1.0,,,diagnosis_or_cdr,fragile,thickness,ADNI_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|thickness|lh lh l sf6 a|higher|mci is associated with higher lh lh l sf6 a yale 696 cortical thickness compared with cn after adjustment for age sex education
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b_atomic_roi_lh_lh_L_FO1_A,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_mci_cn,age; sex; education,1587,150,lh_lh_L_FO1_A,LH,fronto_orbital,fronto_orbital,,,frontal,higher,t,6.812643460236505,0.3395846249481508,6.812643460236505,1.3573437353567057e-11,6.439812079822154e-11,"MCI is associated with higher lh_lh_L_FO1_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher lh_lh_L_FO1_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,fragile,insufficient,False,True,0.6,0.44999999999999996,1.0,1.0,insufficient,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,False,fragile,insufficient,fragile,0.6,1.0,1.0,,,diagnosis_or_cdr,fragile,thickness,ADNI_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|thickness|lh lh l fo1 a|higher|mci is associated with higher lh lh l fo1 a yale 696 cortical thickness compared with cn after adjustment for age sex education
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b_atomic_roi_rh_rh_R_CG_A,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_mci_cn,age; sex; education,1587,150,rh_rh_R_CG_A,RH,cingulate,cingulate,,,cingulate,higher,t,6.812503946421407,0.3392866807375956,6.812503946421407,1.358623574411716e-11,6.439812079822154e-11,"MCI is associated with higher rh_rh_R_CG_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher rh_rh_R_CG_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,fragile,insufficient,False,True,0.6,0.44999999999999996,1.0,1.0,insufficient,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,False,fragile,insufficient,fragile,0.6,1.0,1.0,,,diagnosis_or_cdr,fragile,thickness,ADNI_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|thickness|rh rh r cg a|higher|mci is associated with higher rh rh r cg a yale 696 cortical thickness compared with cn after adjustment for age sex education
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b_atomic_roi_lh_lh_L_O2_2_A,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_mci_cn,age; sex; education,1587,150,lh_lh_L_O2_2_A,LH,occipital,occipital,,,occipital,higher,t,6.807874949203087,0.3391605551743804,6.807874949203087,1.4017653530208427e-11,6.439812079822154e-11,"MCI is associated with higher lh_lh_L_O2_2_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher lh_lh_L_O2_2_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,fragile,insufficient,False,True,0.6,0.44999999999999996,1.0,1.0,insufficient,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,False,fragile,insufficient,fragile,0.6,1.0,1.0,,,diagnosis_or_cdr,fragile,thickness,ADNI_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|thickness|lh lh l o2 2 a|higher|mci is associated with higher lh lh l o2 2 a yale 696 cortical thickness compared with cn after adjustment for age sex education
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b_atomic_roi_rh_rh_R_O1_A,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_mci_cn,age; sex; education,1587,150,rh_rh_R_O1_A,RH,occipital,occipital,,,occipital,higher,t,6.807694818149025,0.3391480900003975,6.807694818149025,1.4034710252135529e-11,6.439812079822154e-11,"MCI is associated with higher rh_rh_R_O1_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher rh_rh_R_O1_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,fragile,insufficient,False,True,0.6,0.44999999999999996,1.0,1.0,insufficient,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,False,fragile,insufficient,fragile,0.6,1.0,1.0,,,diagnosis_or_cdr,fragile,thickness,ADNI_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|thickness|rh rh r o1 a|higher|mci is associated with higher rh rh r o1 a yale 696 cortical thickness compared with cn after adjustment for age sex education
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b_atomic_roi_rh_rh_R_FO6_A,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_mci_cn,age; sex; education,1587,150,rh_rh_R_FO6_A,RH,fronto_orbital,fronto_orbital,,,frontal,higher,t,6.802438668459682,0.3385610516510948,6.802438668459682,1.4541475986602136e-11,6.439812079822154e-11,"MCI is associated with higher rh_rh_R_FO6_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher rh_rh_R_FO6_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,fragile,insufficient,False,True,0.6,0.44999999999999996,1.0,1.0,insufficient,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,False,fragile,insufficient,fragile,0.6,1.0,1.0,,,diagnosis_or_cdr,fragile,thickness,ADNI_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|thickness|rh rh r fo6 a|higher|mci is associated with higher rh rh r fo6 a yale 696 cortical thickness compared with cn after adjustment for age sex education
ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b_atomic_roi_lh_lh_L_OP_A,ADNI_BASELINE_FS8_THICKNESS_YALE696_DX_CN_MCI_7ddc3fd73b,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_thickness_yale696,thickness,freesurfer8,yale696,diagnosis_binary_mci_cn,age; sex; education,1587,150,lh_lh_L_OP_A,LH,opercular,opercular,,,frontal,higher,t,6.789645940728423,0.3384731114355529,6.789645940728423,1.585102065771095e-11,6.439812079822154e-11,"MCI is associated with higher lh_lh_L_OP_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.","MCI is associated with higher lh_lh_L_OP_A Yale 696 cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,fragile,insufficient,False,True,0.6,0.44999999999999996,1.0,1.0,insufficient,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY,False,fragile,insufficient,fragile,0.6,1.0,1.0,,,diagnosis_or_cdr,fragile,thickness,ADNI_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|thickness|lh lh l op a|higher|mci is associated with higher lh lh l op a yale 696 cortical thickness compared with cn after adjustment for age sex education
