claim_id,claim_family_id,claim_level,claim_type,dataset,cohort,feature_space,feature_family,pipeline,atlas,target,covariates,n_samples,n_features,roi,hemisphere,roi_group,anatomical_group,network,network_7_like,lobe,direction,evidence_metric,evidence_value,coefficient,t_value,p_value,q_value,claim_text,short_claim_text,criteria_passed,status,n_evaluation_pairs,best_overall_label,worst_overall_label,any_stable_and_transferable,any_fragile,max_evidence_spearman,median_evidence_spearman,min_support_jaccard,median_support_jaccard,best_transfer_label,max_auc_oriented,max_abs_transfer_corr,related_experiment_ids,high_concordance_fragile_support,stability_label,transfer_label,overall_label,evidence_spearman,support_jaccard,direction_retention_source_support,transfer_auc_oriented,transfer_spearman_corr,target_type,evaluation_category,feature_family_group,dataset_group,dedup_key
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab_atomic_roi_TotalGrayVol,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab,atomic_roi,mmse_association,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,mmse,age; sex; education; icv,1272,64,TotalGrayVol,,global_brain_volume,global_brain_volume,,,,higher,t,6.254960067004056,0.1666074164220443,6.254960067004056,5.427966932685573e-10,2.315932557945845e-09,"Higher MMSE is associated with higher TotalGrayVol subcortical volume, after adjustment for age, sex, education, icv.","Higher MMSE is associated with higher TotalGrayVol subcortical volume, after adjustment for age, sex, education, icv.",True,supported,4,stable_and_transferable,insufficient,True,True,0.9679705476300048,0.912030317690695,0.1764705882352941,0.8181818181818182,strong,,0.4980881652530853,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,True,stable,strong,stable_and_transferable,0.9679705476300048,0.1764705882352941,1.0,,0.4980881652530853,mmse,high_concordance_fragile_support,volume,ADNI_baseline,atomic roi|mmse association|mmse|volume|totalgrayvol|higher|higher mmse is associated with higher totalgrayvol subcortical volume after adjustment for age sex education icv
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab_atomic_roi_CC_Central,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab,atomic_roi,mmse_association,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,mmse,age; sex; education; icv,1272,64,CC_Central,,corpus_callosum,corpus_callosum,,,,higher,t,6.000780529807094,0.1641097924525472,6.000780529807094,2.559986414354413e-09,1.0239945657417654e-08,"Higher MMSE is associated with higher CC_Central subcortical volume, after adjustment for age, sex, education, icv.","Higher MMSE is associated with higher CC_Central subcortical volume, after adjustment for age, sex, education, icv.",True,supported,4,stable_and_transferable,insufficient,True,True,0.9679705476300048,0.912030317690695,0.1764705882352941,0.8181818181818182,strong,,0.4980881652530853,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,True,stable,strong,stable_and_transferable,0.9679705476300048,0.1764705882352941,1.0,,0.4980881652530853,mmse,high_concordance_fragile_support,volume,ADNI_baseline,atomic roi|mmse association|mmse|volume|cc central|higher|higher mmse is associated with higher cc central subcortical volume after adjustment for age sex education icv
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab_atomic_roi_CC_Mid_Posterior,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab,atomic_roi,mmse_association,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,mmse,age; sex; education; icv,1272,64,CC_Mid_Posterior,,corpus_callosum,corpus_callosum,,,,higher,t,5.604472504788312,0.1543862961295853,5.604472504788312,2.5609971281836945e-08,9.641400953162145e-08,"Higher MMSE is associated with higher CC_Mid_Posterior subcortical volume, after adjustment for age, sex, education, icv.","Higher MMSE is associated with higher CC_Mid_Posterior subcortical volume, after adjustment for age, sex, education, icv.",True,supported,4,stable_and_transferable,insufficient,True,True,0.9679705476300048,0.912030317690695,0.1764705882352941,0.8181818181818182,strong,,0.4980881652530853,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,True,stable,strong,stable_and_transferable,0.9679705476300048,0.1764705882352941,1.0,,0.4980881652530853,mmse,high_concordance_fragile_support,volume,ADNI_baseline,atomic roi|mmse association|mmse|volume|cc mid posterior|higher|higher mmse is associated with higher cc mid posterior subcortical volume after adjustment for age sex education icv
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab_atomic_roi_SubCortGrayVol,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab,atomic_roi,mmse_association,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,mmse,age; sex; education; icv,1272,64,SubCortGrayVol,,global_brain_volume,global_brain_volume,,,,higher,t,5.354371941656241,0.1441357199647337,5.354371941656241,1.0185910239277317e-07,3.621656973965268e-07,"Higher MMSE is associated with higher SubCortGrayVol subcortical volume, after adjustment for age, sex, education, icv.","Higher MMSE is associated with higher SubCortGrayVol subcortical volume, after adjustment for age, sex, education, icv.",True,supported,4,stable_and_transferable,insufficient,True,True,0.9679705476300048,0.912030317690695,0.1764705882352941,0.8181818181818182,strong,,0.4980881652530853,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,True,stable,strong,stable_and_transferable,0.9679705476300048,0.1764705882352941,1.0,,0.4980881652530853,mmse,high_concordance_fragile_support,volume,ADNI_baseline,atomic roi|mmse association|mmse|volume|subcortgrayvol|higher|higher mmse is associated with higher subcortgrayvol subcortical volume after adjustment for age sex education icv
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab_atomic_roi_CC_Mid_Anterior,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab,atomic_roi,mmse_association,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,mmse,age; sex; education; icv,1272,64,CC_Mid_Anterior,,corpus_callosum,corpus_callosum,,,,higher,t,5.024918702581847,0.1376058497905541,5.024918702581847,5.758503072584202e-07,1.9397062981336262e-06,"Higher MMSE is associated with higher CC_Mid_Anterior subcortical volume, after adjustment for age, sex, education, icv.","Higher MMSE is associated with higher CC_Mid_Anterior subcortical volume, after adjustment for age, sex, education, icv.",True,supported,4,stable_and_transferable,insufficient,True,True,0.9679705476300048,0.912030317690695,0.1764705882352941,0.8181818181818182,strong,,0.4980881652530853,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,True,stable,strong,stable_and_transferable,0.9679705476300048,0.1764705882352941,1.0,,0.4980881652530853,mmse,high_concordance_fragile_support,volume,ADNI_baseline,atomic roi|mmse association|mmse|volume|cc mid anterior|higher|higher mmse is associated with higher cc mid anterior subcortical volume after adjustment for age sex education icv
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab_atomic_roi_SupraTentorialVolNotVent,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab,atomic_roi,mmse_association,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,mmse,age; sex; education; icv,1272,64,SupraTentorialVolNotVent,,global_brain_volume,global_brain_volume,,,,higher,t,4.605292293347011,0.1192660732066442,4.605292293347011,4.5339259121068345e-06,1.450856291874187e-05,"Higher MMSE is associated with higher SupraTentorialVolNotVent subcortical volume, after adjustment for age, sex, education, icv.","Higher MMSE is associated with higher SupraTentorialVolNotVent subcortical volume, after adjustment for age, sex, education, icv.",True,supported,4,stable_and_transferable,insufficient,True,True,0.9679705476300048,0.912030317690695,0.1764705882352941,0.8181818181818182,strong,,0.4980881652530853,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,True,stable,strong,stable_and_transferable,0.9679705476300048,0.1764705882352941,1.0,,0.4980881652530853,mmse,high_concordance_fragile_support,volume,ADNI_baseline,atomic roi|mmse association|mmse|volume|supratentorialvolnotvent|higher|higher mmse is associated with higher supratentorialvolnotvent subcortical volume after adjustment for age sex education icv
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab_group_summary_global_brain_volume,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab,group_summary,group_enrichment,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,mmse,age; sex; education; icv,1272,64,,,global_brain_volume,global_brain_volume,,,,higher,mean_abs_t,3.272739925172128,0.0863825565515182,,,,"MMSE-associated effects are concentrated in global brain-volume measures, where 6/16 regions meet support criteria.","MMSE-associated effects are concentrated in global brain-volume measures, where 6/16 regions meet support criteria.",True,supported,4,stable_and_transferable,insufficient,True,True,0.9679705476300048,0.912030317690695,0.1764705882352941,0.8181818181818182,strong,,0.4980881652530853,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,True,stable,strong,stable_and_transferable,0.9679705476300048,0.1764705882352941,1.0,,0.4980881652530853,mmse,high_concordance_fragile_support,volume,ADNI_baseline,group summary|group enrichment|mmse|volume|nan|higher|mmse associated effects are concentrated in global brain volume measures where 6 16 regions meet support criteria
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab_group_summary_ventricle_csf,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab,group_summary,group_enrichment,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,mmse,age; sex; education; icv,1272,64,,,ventricle_csf,ventricle_csf,,,,lower,mean_abs_t,5.503677525800293,-0.1143928301938545,,,,"MMSE-associated effects are concentrated in ventricular/CSF-related regions, where 5/10 regions meet support criteria.","MMSE-associated effects are concentrated in ventricular/CSF-related regions, where 5/10 regions meet support criteria.",True,supported,4,stable_and_transferable,insufficient,True,True,0.9679705476300048,0.912030317690695,0.1764705882352941,0.8181818181818182,strong,,0.4980881652530853,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,True,stable,strong,stable_and_transferable,0.9679705476300048,0.1764705882352941,1.0,,0.4980881652530853,mmse,high_concordance_fragile_support,volume,ADNI_baseline,group summary|group enrichment|mmse|volume|nan|lower|mmse associated effects are concentrated in ventricular csf related regions where 5 10 regions meet support criteria
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab_group_summary_medial_temporal,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab,group_summary,group_enrichment,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,mmse,age; sex; education; icv,1272,64,,,medial_temporal,medial_temporal,,,,higher,mean_abs_t,11.929709454169194,0.3102529281653318,,,,"MMSE-associated effects are concentrated in medial temporal structures, where 4/4 regions meet support criteria.","MMSE-associated effects are concentrated in medial temporal structures, where 4/4 regions meet support criteria.",True,supported,4,stable_and_transferable,insufficient,True,True,0.9679705476300048,0.912030317690695,0.1764705882352941,0.8181818181818182,strong,,0.4980881652530853,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,True,stable,strong,stable_and_transferable,0.9679705476300048,0.1764705882352941,1.0,,0.4980881652530853,mmse,high_concordance_fragile_support,volume,ADNI_baseline,group summary|group enrichment|mmse|volume|nan|higher|mmse associated effects are concentrated in medial temporal structures where 4 4 regions meet support criteria
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab_group_summary_corpus_callosum,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab,group_summary,group_enrichment,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,mmse,age; sex; education; icv,1272,64,,,corpus_callosum,corpus_callosum,,,,higher,mean_abs_t,4.965968569652501,0.1370506017688847,,,,"MMSE-associated effects are concentrated in corpus callosum regions, where 3/5 regions meet support criteria.","MMSE-associated effects are concentrated in corpus callosum regions, where 3/5 regions meet support criteria.",True,supported,4,stable_and_transferable,insufficient,True,True,0.9679705476300048,0.912030317690695,0.1764705882352941,0.8181818181818182,strong,,0.4980881652530853,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,True,stable,strong,stable_and_transferable,0.9679705476300048,0.1764705882352941,1.0,,0.4980881652530853,mmse,high_concordance_fragile_support,volume,ADNI_baseline,group summary|group enrichment|mmse|volume|nan|higher|mmse associated effects are concentrated in corpus callosum regions where 3 5 regions meet support criteria
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab_group_summary_basal_ganglia,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab,group_summary,group_enrichment,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,mmse,age; sex; education; icv,1272,64,,,basal_ganglia,basal_ganglia,,,,higher,mean_abs_t,3.5956777069055548,0.0979680603050573,,,,"MMSE-associated effects are concentrated in basal ganglia structures, where 2/8 regions meet support criteria.","MMSE-associated effects are concentrated in basal ganglia structures, where 2/8 regions meet support criteria.",True,supported,4,stable_and_transferable,insufficient,True,True,0.9679705476300048,0.912030317690695,0.1764705882352941,0.8181818181818182,strong,,0.4980881652530853,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,True,stable,strong,stable_and_transferable,0.9679705476300048,0.1764705882352941,1.0,,0.4980881652530853,mmse,high_concordance_fragile_support,volume,ADNI_baseline,group summary|group enrichment|mmse|volume|nan|higher|mmse associated effects are concentrated in basal ganglia structures where 2 8 regions meet support criteria
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab_ranking_top,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab,ranking,feature_ranking,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,mmse,age; sex; education; icv,1272,64,,,,,,,,,abs_t_rank,,,,,,"The top-ranked regions for MMSE association are Left-Inf-Lat-Vent, Left-Hippocampus, Right-Inf-Lat-Vent, Right-Hippocampus, Right-Amygdala, Left-Amygdala, Left-Lateral-Ventricle, Right-Accumbens-area, Right-Lateral-Ventricle, lhCortexVol.","The top-ranked regions for MMSE association are Left-Inf-Lat-Vent, Left-Hippocampus, Right-Inf-Lat-Vent, Right-Hippocampus, Right-Amygdala, Left-Amygdala, Left-Lateral-Ventricle, Right-Accumbens-area, Right-Lateral-Ventricle, lhCortexVol.",True,supported,4,stable_and_transferable,insufficient,True,True,0.9679705476300048,0.912030317690695,0.1764705882352941,0.8181818181818182,strong,,0.4980881652530853,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,True,stable,strong,stable_and_transferable,0.9679705476300048,0.1764705882352941,1.0,,0.4980881652530853,mmse,high_concordance_fragile_support,volume,ADNI_baseline,ranking|feature ranking|mmse|volume|nan|nan|the top ranked regions for mmse association are left inf lat vent left hippocampus right inf lat vent right hippocampus right amygdala left amygdala left latera
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab_direction_summary_support,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab,direction_summary,direction_summary,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,mmse,age; sex; education; icv,1272,64,,,,,,,,higher,fraction_same_sign,0.75,,,,,"Across the support set, 75.0% of regions show higher subcortical volume for Higher MMSE.","Across the support set, 75.0% of regions show higher subcortical volume for Higher MMSE.",True,supported,4,stable_and_transferable,insufficient,True,True,0.9679705476300048,0.912030317690695,0.1764705882352941,0.8181818181818182,strong,,0.4980881652530853,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,True,stable,strong,stable_and_transferable,0.9679705476300048,0.1764705882352941,1.0,,0.4980881652530853,mmse,high_concordance_fragile_support,volume,ADNI_baseline,direction summary|direction summary|mmse|volume|nan|higher|across the support set 75 0 of regions show higher subcortical volume for higher mmse
ADNI_BASELINE_FS8_CORTICAL_VOLUME_AGE_a25c67b612_composite_main,ADNI_BASELINE_FS8_CORTICAL_VOLUME_AGE_a25c67b612,composite,age_association,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,age,sex; education; icv,1299,68,,,,,,,,lower,mean_abs_t,8.165655215996125,,,,,"Older age is associated with lower cortical regional volume in frontal, temporal, and occipital regions, after adjustment for sex, education, icv.","Older age is associated with lower cortical regional volume in frontal, temporal, and occipital regions, after adjustment for sex, education, icv.",True,supported,4,transferable_but_drifted,fragile,False,True,0.6861854410810398,0.5164693229574631,0.0256410256410256,0.38095238095238093,strong,,0.7692865955465649,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,moderate,strong,transferable_but_drifted,0.6861854410810398,0.0256410256410256,0.5,,0.7692865955465649,age,fragile,volume,ADNI_baseline,composite|age association|age|volume|nan|lower|older age is associated with lower cortical regional volume in frontal temporal and occipital regions after adjustment for sex education icv
ADNI_BASELINE_FS8_CORTICAL_VOLUME_AGE_a25c67b612_atomic_roi_lh_precentral,ADNI_BASELINE_FS8_CORTICAL_VOLUME_AGE_a25c67b612,atomic_roi,age_association,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,age,sex; education; icv,1299,68,lh_precentral,LH,frontal,frontal,,,frontal,lower,t,-9.682075403179551,-0.2455891806563081,-9.682075403179551,1.8800739123036768e-21,1.2784502603665004e-19,"Older age is associated with lower lh_precentral cortical regional volume, after adjustment for sex, education, icv.","Older age is associated with lower lh_precentral cortical regional volume, after adjustment for sex, education, icv.",True,supported,4,transferable_but_drifted,fragile,False,True,0.6861854410810398,0.5164693229574631,0.0256410256410256,0.38095238095238093,strong,,0.7692865955465649,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,moderate,strong,transferable_but_drifted,0.6861854410810398,0.0256410256410256,0.5,,0.7692865955465649,age,fragile,volume,ADNI_baseline,atomic roi|age association|age|volume|lh precentral|lower|older age is associated with lower lh precentral cortical regional volume after adjustment for sex education icv
ADNI_BASELINE_FS8_CORTICAL_VOLUME_AGE_a25c67b612_atomic_roi_rh_precentral,ADNI_BASELINE_FS8_CORTICAL_VOLUME_AGE_a25c67b612,atomic_roi,age_association,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,age,sex; education; icv,1299,68,rh_precentral,RH,frontal,frontal,,,frontal,lower,t,-9.33352061821544,-0.237047419142208,-9.33352061821544,4.304915047282368e-20,1.4636711160760052e-18,"Older age is associated with lower rh_precentral cortical regional volume, after adjustment for sex, education, icv.","Older age is associated with lower rh_precentral cortical regional volume, after adjustment for sex, education, icv.",True,supported,4,transferable_but_drifted,fragile,False,True,0.6861854410810398,0.5164693229574631,0.0256410256410256,0.38095238095238093,strong,,0.7692865955465649,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,moderate,strong,transferable_but_drifted,0.6861854410810398,0.0256410256410256,0.5,,0.7692865955465649,age,fragile,volume,ADNI_baseline,atomic roi|age association|age|volume|rh precentral|lower|older age is associated with lower rh precentral cortical regional volume after adjustment for sex education icv
ADNI_BASELINE_FS8_CORTICAL_VOLUME_AGE_a25c67b612_atomic_roi_lh_lateraloccipital,ADNI_BASELINE_FS8_CORTICAL_VOLUME_AGE_a25c67b612,atomic_roi,age_association,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,age,sex; education; icv,1299,68,lh_lateraloccipital,LH,occipital,occipital,,,occipital,lower,t,-8.943820448053026,-0.2221536633911505,-8.943820448053026,1.2700147012211005e-18,2.8786999894344943e-17,"Older age is associated with lower lh_lateraloccipital cortical regional volume, after adjustment for sex, education, icv.","Older age is associated with lower lh_lateraloccipital cortical regional volume, after adjustment for sex, education, icv.",True,supported,4,transferable_but_drifted,fragile,False,True,0.6861854410810398,0.5164693229574631,0.0256410256410256,0.38095238095238093,strong,,0.7692865955465649,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,moderate,strong,transferable_but_drifted,0.6861854410810398,0.0256410256410256,0.5,,0.7692865955465649,age,fragile,volume,ADNI_baseline,atomic roi|age association|age|volume|lh lateraloccipital|lower|older age is associated with lower lh lateraloccipital cortical regional volume after adjustment for sex education icv
ADNI_BASELINE_FS8_CORTICAL_VOLUME_AGE_a25c67b612_atomic_roi_rh_superiorfrontal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_AGE_a25c67b612,atomic_roi,age_association,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,age,sex; education; icv,1299,68,rh_superiorfrontal,RH,frontal,frontal,,,frontal,lower,t,-8.750496254215157,-0.2058281635844226,-8.750496254215157,6.500715804156572e-18,1.1051216867066172e-16,"Older age is associated with lower rh_superiorfrontal cortical regional volume, after adjustment for sex, education, icv.","Older age is associated with lower rh_superiorfrontal cortical regional volume, after adjustment for sex, education, icv.",True,supported,4,transferable_but_drifted,fragile,False,True,0.6861854410810398,0.5164693229574631,0.0256410256410256,0.38095238095238093,strong,,0.7692865955465649,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,moderate,strong,transferable_but_drifted,0.6861854410810398,0.0256410256410256,0.5,,0.7692865955465649,age,fragile,volume,ADNI_baseline,atomic roi|age association|age|volume|rh superiorfrontal|lower|older age is associated with lower rh superiorfrontal cortical regional volume after adjustment for sex education icv
ADNI_BASELINE_FS8_CORTICAL_VOLUME_AGE_a25c67b612_atomic_roi_lh_superiorfrontal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_AGE_a25c67b612,atomic_roi,age_association,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,age,sex; education; icv,1299,68,lh_superiorfrontal,LH,frontal,frontal,,,frontal,lower,t,-8.421260935030867,-0.1988619607609235,-8.421260935030867,9.766942932909979e-17,1.1405332033779985e-15,"Older age is associated with lower lh_superiorfrontal cortical regional volume, after adjustment for sex, education, icv.","Older age is associated with lower lh_superiorfrontal cortical regional volume, after adjustment for sex, education, icv.",True,supported,4,transferable_but_drifted,fragile,False,True,0.6861854410810398,0.5164693229574631,0.0256410256410256,0.38095238095238093,strong,,0.7692865955465649,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,moderate,strong,transferable_but_drifted,0.6861854410810398,0.0256410256410256,0.5,,0.7692865955465649,age,fragile,volume,ADNI_baseline,atomic roi|age association|age|volume|lh superiorfrontal|lower|older age is associated with lower lh superiorfrontal cortical regional volume after adjustment for sex education icv
ADNI_BASELINE_FS8_CORTICAL_VOLUME_AGE_a25c67b612_atomic_roi_rh_superiortemporal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_AGE_a25c67b612,atomic_roi,age_association,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,age,sex; education; icv,1299,68,rh_superiortemporal,RH,temporal,temporal,,,temporal,lower,t,-8.417563983344909,-0.2104999820021801,-8.417563983344909,1.0063528265099988e-16,1.1405332033779985e-15,"Older age is associated with lower rh_superiortemporal cortical regional volume, after adjustment for sex, education, icv.","Older age is associated with lower rh_superiortemporal cortical regional volume, after adjustment for sex, education, icv.",True,supported,4,transferable_but_drifted,fragile,False,True,0.6861854410810398,0.5164693229574631,0.0256410256410256,0.38095238095238093,strong,,0.7692865955465649,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,moderate,strong,transferable_but_drifted,0.6861854410810398,0.0256410256410256,0.5,,0.7692865955465649,age,fragile,volume,ADNI_baseline,atomic roi|age association|age|volume|rh superiortemporal|lower|older age is associated with lower rh superiortemporal cortical regional volume after adjustment for sex education icv
