claim_id,claim_family_id,claim_level,claim_type,dataset,cohort,feature_space,feature_family,pipeline,atlas,target,covariates,n_samples,n_features,roi,hemisphere,roi_group,anatomical_group,network,network_7_like,lobe,direction,evidence_metric,evidence_value,coefficient,t_value,p_value,q_value,claim_text,short_claim_text,criteria_passed,status
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_rh_inferiorparietal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,rh_inferiorparietal,RH,parietal,parietal,,,parietal,lower,t,-11.480304214902526,-0.7898995442151309,-11.480304214902526,6.394785529146255e-28,4.3484541598194535e-27,"AD is associated with lower rh_inferiorparietal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower rh_inferiorparietal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_lh_inferiorparietal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,lh_inferiorparietal,LH,parietal,parietal,,,parietal,lower,t,-10.838839556571445,-0.7596855414284073,-10.838839556571445,2.739862114683871e-25,1.6937329436227565e-24,"AD is associated with lower lh_inferiorparietal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower lh_inferiorparietal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_lh_parahippocampal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,lh_parahippocampal,LH,temporal,temporal,,,temporal,lower,t,-10.828759088575076,-0.7958675236588001,-10.828759088575076,3.007995175320809e-25,1.7045305993484583e-24,"AD is associated with lower lh_parahippocampal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower lh_parahippocampal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_rh_superiortemporal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,rh_superiortemporal,RH,temporal,temporal,,,temporal,lower,t,-10.778809513385397,-0.7356860548307226,-10.778809513385397,4.773305235737815e-25,2.496805815616703e-24,"AD is associated with lower rh_superiortemporal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower rh_superiortemporal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_lh_bankssts,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,lh_bankssts,LH,temporal,temporal,,,temporal,lower,t,-10.609690620515252,-0.7550891742569045,-10.609690620515252,2.254748821912813e-24,1.0951637135005093e-23,"AD is associated with lower lh_bankssts cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower lh_bankssts cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_rh_bankssts,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,rh_bankssts,RH,temporal,temporal,,,temporal,lower,t,-10.56925966437402,-0.7522271746443587,-10.56925966437402,3.2599417424033042e-24,1.4778402565561648e-23,"AD is associated with lower rh_bankssts cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower rh_bankssts cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_lh_supramarginal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,lh_supramarginal,LH,parietal,parietal,,,parietal,lower,t,-10.026094220173103,-0.7077573408195835,-10.026094220173103,4.193604859347365e-22,1.7822820652226302e-21,"AD is associated with lower lh_supramarginal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower lh_supramarginal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_rh_parahippocampal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,rh_parahippocampal,RH,temporal,temporal,,,temporal,lower,t,-9.736834158660631,-0.7224393322713655,-9.736834158660631,5.16973141417905e-21,1.9782066756834246e-20,"AD is associated with lower rh_parahippocampal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower rh_parahippocampal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_rh_temporalpole,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,rh_temporalpole,RH,temporal,temporal,,,temporal,lower,t,-9.73534204031187,-0.7291970579317784,-9.73534204031187,5.236429435632595e-21,1.9782066756834246e-20,"AD is associated with lower rh_temporalpole cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower rh_temporalpole cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_lh_temporalpole,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,lh_temporalpole,LH,temporal,temporal,,,temporal,lower,t,-9.620121611497781,-0.7131948646402912,-9.620121611497781,1.4030001856757355e-20,5.021263822418422e-20,"AD is associated with lower lh_temporalpole cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower lh_temporalpole cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_lh_precuneus,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,lh_precuneus,LH,parietal,parietal,,,parietal,lower,t,-8.889568939179112,-0.6265133845431614,-8.889568939179112,5.922934062541937e-18,2.0137975812642587e-17,"AD is associated with lower lh_precuneus cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower lh_precuneus cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_rh_precuneus,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,rh_precuneus,RH,parietal,parietal,,,parietal,lower,t,-8.653640676250316,-0.6044175108360207,-8.653640676250316,3.862283665660409e-17,1.250644234594799e-16,"AD is associated with lower rh_precuneus cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower rh_precuneus cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_lh_insula,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,lh_insula,LH,insula,insula,,,insula,lower,t,-8.153274399959237,-0.5730248592125969,-8.153274399959237,1.809426235775362e-15,5.592772001487483e-15,"AD is associated with lower lh_insula cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower lh_insula cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_rh_rostralmiddlefrontal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,rh_rostralmiddlefrontal,RH,frontal,frontal,,,frontal,lower,t,-7.982873017170144,-0.537955104975424,-7.982873017170144,6.436376916171557e-15,1.9029288273898515e-14,"AD is associated with lower rh_rostralmiddlefrontal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower rh_rostralmiddlefrontal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_rh_superiorfrontal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,rh_superiorfrontal,RH,frontal,frontal,,,frontal,lower,t,-7.881820306508163,-0.5264864977799093,-7.881820306508163,1.3523679600599702e-14,3.8317092201699157e-14,"AD is associated with lower rh_superiorfrontal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower rh_superiorfrontal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_lh_superiorfrontal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,lh_superiorfrontal,LH,frontal,frontal,,,frontal,lower,t,-7.624687677482713,-0.5197828313872895,-7.624687677482713,8.644914903003066e-14,2.3514168536168335e-13,"AD is associated with lower lh_superiorfrontal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower lh_superiorfrontal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_rh_supramarginal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,rh_supramarginal,RH,parietal,parietal,,,parietal,lower,t,-7.610594535159423,-0.5477767975102412,-7.610594535159423,9.556476239432153e-14,2.4993860933899477e-13,"AD is associated with lower rh_supramarginal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower rh_supramarginal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_lh_rostralmiddlefrontal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,lh_rostralmiddlefrontal,LH,frontal,frontal,,,frontal,lower,t,-7.602714720439334,-0.5213598345610768,-7.602714720439334,1.0106763937182736e-13,2.5454072138089853e-13,"AD is associated with lower lh_rostralmiddlefrontal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower lh_rostralmiddlefrontal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_rh_insula,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,rh_insula,RH,insula,insula,,,insula,lower,t,-7.588837125510303,-0.5254991796070441,-7.588837125510303,1.1152805928917127e-13,2.7085385827370167e-13,"AD is associated with lower rh_insula cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower rh_insula cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_rh_lateraloccipital,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,rh_lateraloccipital,RH,occipital,occipital,,,occipital,lower,t,-7.580263070013538,-0.5353675073967249,-7.580263070013538,1.1851646383450323e-13,2.779006738188352e-13,"AD is associated with lower rh_lateraloccipital cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower rh_lateraloccipital cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_atomic_roi_rh_medialorbitofrontal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,rh_medialorbitofrontal,RH,frontal,frontal,,,frontal,lower,t,-7.36545134473049,-0.5156045196807131,-7.36545134473049,5.335443168780343e-13,1.2093671182568779e-12,"AD is associated with lower rh_medialorbitofrontal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower rh_medialorbitofrontal cortical regional volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_group_summary_temporal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,group_summary,group_enrichment,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,,,temporal,temporal,,,temporal,lower,mean_abs_t,11.430206130152145,-0.7834683009443757,,,,"AD-versus-CN effects are concentrated in temporal regions, where 16/18 regions meet support criteria.","AD-versus-CN effects are concentrated in temporal regions, where 16/18 regions meet support criteria.",True,supported
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_group_summary_parietal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,group_summary,group_enrichment,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,,,parietal,parietal,,,parietal,lower,mean_abs_t,7.738345612399497,-0.5501708792846489,,,,"AD-versus-CN effects are concentrated in parietal regions, where 4/10 regions meet support criteria.","AD-versus-CN effects are concentrated in parietal regions, where 4/10 regions meet support criteria.",True,supported
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_ranking_top,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,ranking,feature_ranking,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,,,,,,,,,abs_t_rank,,,,,,"The top-ranked regions for the AD-versus-CN contrast are lh_entorhinal, rh_entorhinal, lh_middletemporal, lh_inferiortemporal, rh_inferiortemporal, rh_middletemporal, rh_fusiform, lh_superiortemporal, lh_fusiform, rh_inferiorparietal.","The top-ranked regions for the AD-versus-CN contrast are lh_entorhinal, rh_entorhinal, lh_middletemporal, lh_inferiortemporal, rh_inferiortemporal, rh_middletemporal, rh_fusiform, lh_superiortemporal, lh_fusiform, rh_inferiorparietal.",True,supported
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6_direction_summary_support,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_0f6485a0b6,direction_summary,direction_summary,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex; education; icv,660,68,,,,,,,,lower,fraction_same_sign,1.0,,,,,"Across the support set, 100.0% of regions show lower cortical regional volume for AD versus CN.","Across the support set, 100.0% of regions show lower cortical regional volume for AD versus CN.",True,supported
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad_composite_main,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad,composite,diagnosis_contrast,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,diagnosis_binary_ad_cn,age; sex; education; icv,660,64,,,,,,,,lower,mean_abs_t,8.286137751181068,,,,,"AD is associated with lower subcortical volume in Left-Hippocampus, Right-Hippocampus, Left-Inf-Lat-Vent, Right-Inf-Lat-Vent, Right-Amygdala compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower subcortical volume in Left-Hippocampus, Right-Hippocampus, Left-Inf-Lat-Vent, Right-Inf-Lat-Vent, Right-Amygdala compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad_atomic_roi_Left-Hippocampus,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,diagnosis_binary_ad_cn,age; sex; education; icv,660,64,Left-Hippocampus,LH,medial_temporal,medial_temporal,,,,lower,t,-14.152062968330455,-0.9770369539286945,-14.152062968330455,7.367639124850592e-40,4.715289039904379e-38,"AD is associated with lower Left-Hippocampus subcortical volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower Left-Hippocampus subcortical volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad_atomic_roi_Right-Hippocampus,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,diagnosis_binary_ad_cn,age; sex; education; icv,660,64,Right-Hippocampus,RH,medial_temporal,medial_temporal,,,,lower,t,-13.77059308828674,-0.957383676676341,-13.77059308828674,4.551954909646944e-38,1.4566255710870221e-36,"AD is associated with lower Right-Hippocampus subcortical volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower Right-Hippocampus subcortical volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad_atomic_roi_Left-Inf-Lat-Vent,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,diagnosis_binary_ad_cn,age; sex; education; icv,660,64,Left-Inf-Lat-Vent,LH,ventricle_csf,ventricle_csf,,,,higher,t,13.670072500584437,0.8739559628788173,13.670072500584437,1.3357652107329278e-37,2.8496324495635794e-36,"AD is associated with higher Left-Inf-Lat-Vent subcortical volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with higher Left-Inf-Lat-Vent subcortical volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad_atomic_roi_Right-Inf-Lat-Vent,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,diagnosis_binary_ad_cn,age; sex; education; icv,660,64,Right-Inf-Lat-Vent,RH,ventricle_csf,ventricle_csf,,,,higher,t,13.274250302053112,0.8591463823710772,13.274250302053112,8.87845112523455e-36,1.420552180037528e-34,"AD is associated with higher Right-Inf-Lat-Vent subcortical volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with higher Right-Inf-Lat-Vent subcortical volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad_atomic_roi_Right-Amygdala,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,diagnosis_binary_ad_cn,age; sex; education; icv,660,64,Right-Amygdala,RH,medial_temporal,medial_temporal,,,,lower,t,-12.14065887414633,-0.8537557099150437,-12.14065887414633,9.879775526141488e-31,1.2646112673461105e-29,"AD is associated with lower Right-Amygdala subcortical volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower Right-Amygdala subcortical volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad_atomic_roi_Left-Amygdala,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,diagnosis_binary_ad_cn,age; sex; education; icv,660,64,Left-Amygdala,LH,medial_temporal,medial_temporal,,,,lower,t,-11.835205042222828,-0.831647340144125,-11.835205042222828,2.029688429055132e-29,2.165000990992141e-28,"AD is associated with lower Left-Amygdala subcortical volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower Left-Amygdala subcortical volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad_atomic_roi_Right-Lateral-Ventricle,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,diagnosis_binary_ad_cn,age; sex; education; icv,660,64,Right-Lateral-Ventricle,RH,ventricle_csf,ventricle_csf,,,,higher,t,8.221996940673543,0.5275638530019673,8.221996940673543,1.0781742378858827e-15,9.8575930320995e-15,"AD is associated with higher Right-Lateral-Ventricle subcortical volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with higher Right-Lateral-Ventricle subcortical volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad_atomic_roi_Left-Lateral-Ventricle,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,diagnosis_binary_ad_cn,age; sex; education; icv,660,64,Left-Lateral-Ventricle,LH,ventricle_csf,ventricle_csf,,,,higher,t,8.101355020069917,0.512706134543442,8.101355020069917,2.669493222474995e-15,2.135594577979996e-14,"AD is associated with higher Left-Lateral-Ventricle subcortical volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with higher Left-Lateral-Ventricle subcortical volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad_atomic_roi_Right-Accumbens-area,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,diagnosis_binary_ad_cn,age; sex; education; icv,660,64,Right-Accumbens-area,RH,basal_ganglia,basal_ganglia,,,,lower,t,-7.116386208771153,-0.5431829786812493,-7.116386208771153,2.921246185732578e-12,2.0773306209653888e-11,"AD is associated with lower Right-Accumbens-area subcortical volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with lower Right-Accumbens-area subcortical volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad_atomic_roi_3rd-Ventricle,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_fb416146ad,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,diagnosis_binary_ad_cn,age; sex; education; icv,660,64,3rd-Ventricle,,ventricle_csf,ventricle_csf,,,,higher,t,6.903972286582364,0.45351603865877843,6.903972286582364,1.1989648566896432e-11,7.673375082813717e-11,"AD is associated with higher 3rd-Ventricle subcortical volume compared with CN, after adjustment for age, sex, education, icv.","AD is associated with higher 3rd-Ventricle subcortical volume compared with CN, after adjustment for age, sex, education, icv.",True,supported
